Augmented state vector at time 0.03200: -0.4416769409 , -1.2792210910 , 1.7676342190 , 0.8646096192 , 1.1899155946 , -0.0343041015 , 0.4416716052 , 1.2791644946 , -0.0158547552 , 0.0010780121 , 0.0070041196 , 0.8798181603
Augmented state vector at time 0.03300: -0.4551142790 , -1.2973192643 , 1.7611543049 , 0.8700614797 , 1.2261898445 , -0.0358228519 , 0.4551080706 , 1.2972551261 , -0.0169444295 , 0.0011755197 , 0.0074393042 , 0.8763012369
Augmented state vector at time 0.03400: -0.4686301069 , -1.3159846770 , 1.7547260579 , 0.8760042525 , 1.2626785067 , -0.0373918978 , 0.4686229140 , 1.3159122298 , -0.0180813464 , 0.0012784992 , 0.0078885996 , 0.8727979007
Augmented state vector at time 0.03500: -0.4822322070 , -1.3352204729 , 1.7483501450 , 0.8824337153 , 1.2994024535 , -0.0390135834 , 0.4822239067 , 1.3351388905 , -0.0192670632 , 0.0013870894 , 0.0083522160 , 0.8693080664
Augmented state vector at time 0.03600: -0.4959282906 , -1.3550301263 , 1.7420272704 , 0.8893460423 , 1.3363823660 , -0.0406903180 , 0.4959187486 , 1.3549385204 , -0.0205032102 , 0.0015014302 , 0.0088303759 , 0.8658316475
Augmented state vector at time 0.03700: -0.5097260044 , -1.3754174394 , 1.7357581763 , 0.8967377954 , 1.3736387514 , -0.0424245799 , 0.5097150738 , 1.3753148557 , -0.0217914932 , 0.0016216630 , 0.0093233140 , 0.8623685563
Augmented state vector at time 0.03800: -0.5236329367 , -1.3963865392 , 1.7295436442 , 0.9046059155 , 1.4111919583 , -0.0442189210 , 0.5236204572 , 1.3962719533 , -0.0231336953 , 0.0017479309 , 0.0098312769 , 0.8589187035
Augmented state vector at time 0.03900: -0.5376566234 , -1.4179418752 , 1.7233844959 , 0.9129477136 , 1.4490621931 , -0.0460759707 , 0.5376424204 , 1.4178141880 , -0.0245316792 , 0.0018803786 , 0.0103545234 , 0.8554819987
Augmented state vector at time 0.04000: -0.5518045540 , -1.4400882163 , 1.7172815947 , 0.9217608631 , 1.4872695354 , -0.0479984406 , 0.5517884377 , 1.4399462500 , -0.0259873899 , 0.0020191528 , 0.0108933240 , 0.8520583497
Augmented state vector at time 0.04100: -0.5660841773 , -1.4628306494 , 1.7112358469 , 0.9310433923 , 1.5258339527 , -0.0499891289 , 0.5660659414 , 1.4626731423 , -0.0275028568 , 0.0021644020 , 0.0114479610 , 0.8486476629
Augmented state vector at time 0.04200: -0.5805029070 , -1.4861745772 , 1.7052482028 , 0.9407936769 , 1.5647753155 , -0.0520509249 , 0.5804823280 , 1.4860001788 , -0.0290801969 , 0.0023162774 , 0.0120187287 , 0.8452498430
Augmented state vector at time 0.04300: -0.5950681277 , -1.5101257166 , 1.6993196583 , 0.9510104330 , 1.6041134114 , -0.0541868135 , 0.5950449633 , 1.5099329818 , -0.0307216173 , 0.0024749320 , 0.0126059328 , 0.8418647929
Augmented state vector at time 0.04400: -0.6097871998 , -1.5346900973 , 1.6934512566 , 0.9616927107 , 1.6438679591 , -0.0563998802 , 0.6097611877 , 1.5344774809 , -0.0324294180 , 0.0026405217 , 0.0132098909 , 0.8384924137
Augmented state vector at time 0.04500: -0.6246674650 , -1.5598740602 , 1.6876440892 , 0.9728398876 , 1.6840586227 , -0.0586933159 , 0.6246383220 , 1.5596399111 , -0.0342059955 , 0.0028132051 , 0.0138309323 , 0.8351326044
Augmented state vector at time 0.04600: -0.6397162518 , -1.5856842572 , 1.6818992982 , 0.9844516631 , 1.7247050241 , -0.0610704216 , 0.6396836718 , 1.5854268112 , -0.0360538458 , 0.0029931433 , 0.0144693981 , 0.8317852622
Augmented state vector at time 0.04700: -0.6549408803 , -1.6121276498 , 1.6762180777 , 0.9965280525 , 1.7658267573 , -0.0635346138 , 0.6549045332 , 1.6118450234 , -0.0379755678 , 0.0031805005 , 0.0151256407 , 0.8284502819
Augmented state vector at time 0.04800: -0.6703486673 , -1.6392115087 , 1.6706016753 , 1.0090693816 , 1.8074434003 , -0.0660894295 , 0.6703081975 , 1.6389016916 , -0.0399738670 , 0.0033754440 , 0.0158000247 , 0.8251275562
Augmented state vector at time 0.04900: -0.6859469314 , -1.6669434136 , 1.6650513948 , 1.0220762821 , 1.8495745285 , -0.0687385318 , 0.6859019559 , 1.6666042608 , -0.0420515592 , 0.0035781444 , 0.0164929262 , 0.8218169753
Augmented state vector at time 0.05000: -0.7017429980 , -1.6953312529 , 1.6595685972 , 1.0355496860 , 1.8922397264 , -0.0714857152 , 0.7016931045 , 1.6949604768 , -0.0442115743 , 0.0037887756 , 0.0172047332 , 0.8185184269
Augmented state vector at time 0.05100: -0.7177442034 , -1.7243832235 , 1.6541547035 , 1.0494908219 , 1.9354586000 , -0.0743349116 , 0.7176889490 , 1.7239783852 , -0.0464569606 , 0.0040075148 , 0.0179358455 , 0.8152317961
Augmented state vector at time 0.05200: -0.7339579006 , -1.7541078317 , 1.6488111965 , 1.0639012100 , 1.9792507889 , -0.0772901958 , 0.7338968091 , 1.7536663317 , -0.0487908890 , 0.0042345431 , 0.0186866748 , 0.8119569651
Augmented state vector at time 0.05300: -0.7503914629 , -1.7845138930 , 1.6435396231 , 1.0787826588 , 2.0236359773 , -0.0803557919 , 0.7503240233 , 1.7840329616 , -0.0512166572 , 0.0044700452 , 0.0194576448 , 0.8086938135
Augmented state vector at time 0.05400: -0.7670522892 , -1.8156105330 , 1.6383415966 , 1.0941372608 , 2.0686339061 , -0.0835360794 , 0.7669779532 , 1.8150872199 , -0.0537376948 , 0.0047142098 , 0.0202491913 , 0.8054422175
Augmented state vector at time 0.05500: -0.7839478083 , -1.8474071880 , 1.6332187992 , 1.1099673890 , 2.1142643837 , -0.0868355997 , 0.7838659878 , 1.8468383515 , -0.0563575677 , 0.0049672295 , 0.0210617623 , 0.8022020502
Augmented state vector at time 0.05600: -0.8010854832 , -1.8799136062 , 1.6281729845 , 1.1262756941 , 2.1605472969 , -0.0902590627 , 0.8009955481 , 1.8792959017 , -0.0590799833 , 0.0052293012 , 0.0218958178 , 0.7989731814
Augmented state vector at time 0.05700: -0.8184728157 , -1.9131398487 , 1.6232059801 , 1.1430651007 , 2.2075026223 , -0.0938113538 , 0.8183740912 , 1.9124697163 , -0.0619087957 , 0.0055006258 , 0.0227518305 , 0.7957554774
Augmented state vector at time 0.05800: -0.8361173508 , -1.9470962909 , 1.6183196905 , 1.1603388052 , 2.2551504361 , -0.0974975410 , 0.8360091143 , 1.9463699424 , -0.0648480114 , 0.0057814090 , 0.0236302854 , 0.7925488007
Augmented state vector at time 0.05900: -0.8540266808 , -1.9817936238 , 1.6135160995 , 1.1781002725 , 2.3035109250 , -0.1013228822 , 0.8539081594 , 1.9810070290 , -0.0679017944 , 0.0060718607 , 0.0245316800 , 0.7893530099
Augmented state vector at time 0.06000: -0.8722084499 , -2.0172428559 , 1.6087972739 , 1.1963532341 , 2.3526043964 , -0.1052928330 , 0.8720788167 , 2.0163917281 , -0.0710744728 , 0.0063721955 , 0.0254565247 , 0.7861679597
Augmented state vector at time 0.06100: -0.8906703581 , -2.0534553147 , 1.6041653659 , 1.2151016854 , 2.4024512883 , -0.1094130545 , 0.8905287293 , 2.0525350954 , -0.0743705442 , 0.0066826332 , 0.0264053427 , 0.7829935003
Augmented state vector at time 0.06200: -0.9094201656 , -2.0904426490 , 1.5996226167 , 1.2343498841 , 2.4530721792 , -0.1136894216 , 0.9092655967 , 2.0894484913 , -0.0777946827 , 0.0070033979 , 0.0273786700 , 0.7798294777
Augmented state vector at time 0.06300: -0.9284656968 , -2.1282168309 , 1.5951713599 , 1.2541023480 , 2.5044877980 , -0.1181280313 , 0.9282971790 , 2.1271435823 , -0.0813517453 , 0.0073347192 , 0.0283770562 , 0.7766757329
Augmented state vector at time 0.06400: -0.9478148446 , -2.1667901579 , 1.5908140245 , 1.2743638536 , 2.5567190333 , -0.1227352116 , 0.9476313009 , 2.1656323420 , -0.0850467784 , 0.0076768318 , 0.0294010637 , 0.7735321024
